company_id,name,website,firms
7d8dcc46-5dc8-40a1-aa61-0bcf5fc36af7,Parahelp,https://parahelp.com/,Y Combinator
c4a3ba6f-f94d-439a-9ca2-5c5416caff03,Chaldal,http://chaldal.com,Y Combinator
04586f8a-513a-4bc7-b669-001792f5f380,Pulse,https://www.runpulse.com/,Y Combinator
f91462ce-b166-4b7b-9045-9463ae6e2c3a,Kastle,https://kastle.ai/,Y Combinator
6896d24c-a582-49e0-912b-d897e675815e,Oway,https://www.shipoway.com,Y Combinator
360b79c3-46e3-4828-b737-72584b5c9304,Arva AI,https://www.arva.ai,Y Combinator
9a4fec12-d71c-4e23-ab04-2ca7db53a086,Pelage Pharmaceuticals,https://pelagepharma.com,GV
6dc15aa0-4710-41d5-be97-cbf2219de7fd,ROME Therapeutics,http://rometx.com,GV
52215b94-0b2f-44cb-a3d9-16085090f93d,Again,https://again.bio,GV
d76ce05c-b6ea-45e0-9ca4-a87e8339b39f,Arcus Biosciences *,http://arcusbio.com,GV
0266a255-e1f7-4486-bea7-315219c09d62,Collective Health,http://collectivehealth.com,GV
02193589-683b-4ce4-8a88-a5919dfd2653,Tracelytics *,http://www.tracelytics.com,GV
0092de20-d199-45ec-937f-3718a86d1ebf,Doctor On Demand,http://doctorondemand.com,GV
ec5e81f6-8b89-4bcd-996f-a1238990590c,Merida Biosciences,https://meridabio.com,GV
3540762e-f807-4e20-a9f0-5ff1c8f7fcbd,Midi Health,https://www.joinmidi.com,GV
73c60d7c-3aba-4a00-81f6-ddfff7078ec2,Attio,https://attio.com,GV
4418de13-5e7f-4c77-98b8-820827e789d7,Thinking Machines Lab,https://thinkingmachines.ai,GV
241145bf-9c59-43e7-8ad9-a65a9fa28bfe,Jetify,https://www.jetify.com,GV
da3a8d64-afc4-483a-8604-1611e40166da,Caraway Health *,https://www.summerhealth.com,GV
28e39c43-bd2a-40a8-a84a-53f58679b272,Quartet *,http://quartethealth.com,GV
f4233142-15e2-4b8f-b81e-4ae68e6a6bc6,Nanit,http://nanit.com,GV
ef6b9b09-22c7-4490-ab27-fde7c4db6320,TravelJoy,http://traveljoy.com,GV
ef0032f2-04e4-49ca-bb6b-15613dff023e,BlackThorn Therapeutics *,https://neumoratx.com,GV
60885495-b7cb-4391-b83b-716b2a775b65,Happiest Baby,http://happiestbaby.com,GV
bd85b5d1-e4e8-4dcc-80d7-55342c4ab67a,Revolution Medicines *,https://www.revmed.com,GV
4554cf49-5e2d-4362-9fba-e3bd7fe1b962,Isomorphic Labs,https://www.isomorphiclabs.com,GV
a8b222fa-34a3-4e05-8895-518c5765e3d7,Managed by Q *,http://managedbyq.com,GV
3deab121-2c31-4e76-93e0-657377377a80,Signpost,http://signpost.com,GV
d554c1d1-2cc1-43cd-aca0-9a66fd06d852,Phoebe,https://phoebe.ai,GV
13986d49-5fe1-4a03-938d-7504addb5642,Toast *,https://pos.toasttab.com,GV
32a29f52-07e7-408d-ad93-448e1e332c71,Devoted Health,https://devoted.com,GV
7aa00826-ae91-4d52-9592-4e39e66ff933,Voltron Data,http://voltrondata.com,GV
18996438-5bbb-4707-b4d8-da8e86749fa9,Yieldify *,http://yieldify.com,GV
8416a40c-f8cc-4f49-9c6f-de2c58b9d2ca,Everest,https://everestagi.com/,Y Combinator
2c51e2be-b2bb-4c66-864a-6cdde5b29ddd,Imagen,http://imagen.ai,GV
165b542c-d865-44d6-8f7c-60ef94e9f8ea,Sardine,sardine.ai,GV
65cd2fbd-c249-4221-8384-9e369fc561eb,oneNav,http://onenav.ai,GV
29ca7273-fd75-4c26-808b-e9613038267b,Metabiota,http://metabiota.com,GV
7fdb29f1-4c9f-4d86-abce-f37a861e7eb9,Lightmatter,http://lightmatter.co,GV
47da57b8-6669-4b0a-a4b0-d50b9f27126c,Copper,http://copper.com,GV
3bcf4ca8-ea85-4673-99dc-462c3f6f6b00,Bitterroot Bio,https://brbio.com,GV
cebae95b-4931-45a8-bd1e-637245777be3,TrueLens,http://truelens.com,GV
7780522d-f321-494d-ab8f-63c2328afe91,Vaccitech *,http://vaccitech.co.uk,GV
61d16109-3a9a-4927-9cda-96dd009904fe,Santa Ana Bio,https://www.santaanabio.com,GV
e0204286-7a36-4ac0-9944-e9e58fde7042,Syremis Therapeutics,https://syremis.com,GV
5c6da09c-88eb-4133-8a19-e35129c83325,Monte Rosa Therapeutics *,http://monterosatx.com,GV
990c98b6-4535-4853-85cf-cfb113f8e940,English Central,http://englishcentral.com,GV
922eff76-b264-4989-8e23-6ba2a1c07af9,Verana Health,http://veranahealth.com,GV
0596df5b-930c-4f04-b0e9-d7dfd50004d9,RhyGaze,https://rhygaze.com/en,GV
91a0bc89-b013-42aa-8360-b7e16d0a41a0,Pretzel Therapeutics,pretzeltx.com,GV
658ef76a-ebf0-4a3a-bc32-9eb404867ded,Prudentia Sciences,https://www.prudentiasciences.com,GV
a0685505-691c-4393-8a7e-b9147911b812,Guidelight Health,https://guidelighthealth.com,GV
220698a7-c3aa-485b-a2f0-47db817140da,Vungle *,http://vungle.com,GV
888c8b53-1b46-4a6e-b694-18f52b273a4f,StockX,http://stockx.com,GV
8d232fd6-2006-40fb-86b2-aac1961d0e52,OnDeck *,http://ondeck.com,GV
778f30b2-249c-409e-9737-37bf05f802ee,Pensando *,http://pensando.io,GV
12cf2859-fcc1-4730-b640-711afe15a2ca,Denali Therapeutics *,http://denalitherapeutics.com,GV
d204288b-ecc6-4f23-a83f-6345044a8c8e,Insitro,http://insitro.com,GV
9069fe55-49c4-4814-9f40-8a9e0ffbf249,Matter,http://getmatter.app,GV
620f87e3-e772-4f9c-9534-f803f5485df8,ScoutRFP *,http://scoutrfp.com,GV
f1fd20a5-e5fb-4a2f-a3e7-6e5adfdaa74c,Metsera *,https://metsera.com,GV
44abe9a0-47e2-4450-a9e2-3837df8a1593,Synack,http://synack.com,GV
d49f221f-e4d6-4146-8bdf-a478df9a7045,Upstart *,https://www.upstart.com/,GV
51ef1745-41ce-4fa5-8b26-ed2b00c4509a,Climate-X,https://www.climate-x.com,GV
3b7a5815-2122-413c-a322-9bcdbf1a4c14,Pixie Labs *,http://pixielabs.ai,GV
0c89ab60-d2a1-4fa1-96e7-339666a32480,Wonder Workshop,http://makewonder.com,GV
8d509ebc-72e7-4afa-8692-973c5c3b5f58,Witness AI,https://witness.ai,GV
06f117f2-5964-4ba3-8a49-b2f4b6f0bca7,The Players' Tribune *,http://theplayerstribune.com,GV
be8a8e89-e7b1-4af3-8c61-1802031f891c,Impossible Foods,https://impossiblefoods.com/,GV
64e5fb62-9139-4f65-b67d-1908fe587a1e,Apptimize *,http://apptimize.com,GV
d5a1035f-0ab6-467a-8b0f-5546c23e9c6c,TMRW Life Sciences *,https://tmrw.org,GV
4ee52af5-5720-40b4-9b1e-992659777ef5,Efference,https://efference.ai,Y Combinator
c2c82345-e251-4cb0-bbf4-1c8b3e3df0a5,Ultromics,http://ultromics.com,GV
2d95a42e-5d30-47c2-b229-80f73867d35c,Schrödinger *,http://schrodinger.com,GV
baaa8986-7d87-40e2-92ad-6f27e7109ab1,High Fidelity,http://highfidelity.com,GV
7e382cb9-b878-4eed-b4b6-b6361409393a,Obsidian Security,http://obsidiansecurity.com,GV
7ef509b5-9457-4980-bd59-7d64c78119e6,ClassPass,https://www.classpass.com,GV
c6b535c0-f633-49c7-8268-95d944411c21,Acalvio,http://acalvio.com,GV
b5f40e75-9437-4301-981b-1aee01be5ddc,StrongDM *,http://strongdm.com,GV
2641b88f-e43d-4127-b48b-f032188e220b,dbt Labs *,https://getdbt.com,GV
b6dd9901-20d3-438a-8d0c-71c08841654f,Delve Bio,https://www.delve.bio,GV
a0303e96-14ee-453d-952a-1da1bedc8c72,Crash Override,https://crashoverride.com,GV
f1df23dd-63c2-468b-8488-ac7f55c9dc1c,Blue Water Autonomy,https://www.blw.ai,GV
d253c99c-4440-4f96-9dcb-3bcfd05b43f8,creativeLIVE,http://creativelive.com,GV
f3212954-6c1b-4dd2-a008-d5d40e9ce6d3,Product Hunt *,http://producthunt.com,GV
44b6f4e1-2859-4bda-a2a9-88ab7dfc37ce,Roboflow,https://roboflow.com,GV
afe92684-4cb2-40dd-80b2-404a4ec53fee,CoreOS *,http://coreos.com,GV
f4b43048-29b5-44d0-bebf-50ba2de0bac3,Verse Enterprises,https://verse.inc,GV
2dd78772-4e3f-4df0-b51a-c249593226b3,UberSense *,http://ubersense.com,GV
52f01736-843b-4b02-b703-413e221f1e99,Carrick Therapeutics,http://carricktherapeutics.com,GV
8f5f6f1e-8dc3-4389-888b-813e3aa1c057,Typeface,https://www.typeface.ai,GV
841d3b13-a01c-41e8-8af4-2f9742ddf552,Robinhood *,http://robinhood.com,GV
1178a8ef-689a-4eb2-bee3-d369ecfc5ba9,Sana Biotechnology *,http://sana.com,GV
af266501-b14b-4b53-93d8-7f010ba8cbce,Modern Age,http://modern-age.com,GV
5c60c27d-776f-4fbf-9792-018ebb7c1464,MindMeld *,http://mindmeld.com,GV
ae86a9a6-e7ca-4ac1-9552-41c5a0f1c4bb,Rattle,http://gorattle.com,GV
05621599-730d-4a3d-a313-48f506e10061,Trace Neuroscience,https://www.traceneuro.com,GV
c5ae1336-0066-41c6-8281-d63498f7be26,Speakeasy,https://speakeasyapi.dev,GV
